timestamp,data_publicacao,caderno,etapa,url,erro
2026-05-20T11:13:46,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVU1RST2FsRjVUWGM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-20T11:15:13,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVU1RST2FsVjRUVUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
2026-05-21T11:48:57,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVVFROT1JHdDZUWGM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-21T11:50:22,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVVFROT1ZFRjRUMUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
2026-05-21T12:00:47,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVVFROT1ZGa3dUa0U5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-21T12:02:16,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVVFROT1ZHTjZUWGM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
2026-05-21T19:11:31,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVVVhkTlZGRTBUbWM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-21T19:13:13,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVVVhkTlZGVTFUVUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
2026-05-22T12:15:37,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVVVRKTmFtdDZUWGM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-22T12:18:41,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVVVRKTmVrVjRUbmM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
